name,author_title,review_text,review_rating
Century Express Courier Service,2P Channel,I just call in the morning to pick up my parcel - the same day at 12noon they have done it! Great service and polite driver.,5.0
Century Express Courier Service,Mari Shammy Felismino,"This is highly recommended. well service with well mannered staff. esp those staff handling our accounts, courier drivers from DIP area (Mr. VInay) and the other guy from RAK ( i dont know their names). Thank you all! Godbless!",5.0
Zajil Express,ام منار الزهراني,,5.0
Century Express Courier Service,nabia rasshid,Been working with Century Express for over a year now & they always deliver! Everyone on the team is super helpful & especially Mr. Ali from the Abudhabi team. Overall good experience,5.0
Zajil Express,nawara talkoon,Good service and good delivery representatives.,5.0
Zajil Express,Ahmed Bikoo,Nice and cheap shop,5.0
Zajil Express,Hussain sohail,It was excellent and now it is expensive.,5.0
Century Express Courier Service,Jermelynn JAMM,"Very professional, considerate and friendly staff. I like it when they call instead of ringing the doorbell. As a mom with kids in an online class and a little one sleeping in the afternoon, that for me is a 5 🌟 rating.",5.0
Century Express Courier Service,Alnoon Sports,Thank you Mr. Nafseer and the team for the reliable and fast service.,5.0
Century Express Courier Service,abdul jabbar,Positive: Professionalism Very good courier services provider from business to business and business to customer I can say best e-commerce delivery company.,5.0
Zajil Express,Mohammed Alhijji,,5.0
Century Express Courier Service,shaheen salam,Brilliant... Service👏👏👍 Truly inspiring 👏👏👏 Thank you century Express,5.0
Zajil Express,نجم الحربي,,5.0
Zajil Express,عبدالله الشمراني,,5.0
Zajil Express,eleven group,excellent,5.0
Zajil Express,A wild world عالم البرية,"First, I say to brother Khaled Al-Huwaidi, may God brighten your face, raise your destiny, and increase people like you. Good reception - good manners - upscale treatment - fast service. Some employees make the references or service seekers happy. All I can say is thank you to Zajil management for this wonderful model of employees. immortal . He deserves a certificate of thanks and we will not forget him in our prayers. I hope the message reaches the honorable administration",5.0
Zajil Express,misfer albatahin,"Their prices are very good, and the employee in the branch is very helpful and has good manners, in every sense of the word. They deserve 5 stars because the employee, Hashem, is very courteous and serves with all professionalism.",5.0
Century Express Courier Service,Qaim Mahdi,"I have been using Century express for quiet sometime now in UAE. They are highly professional with excellent service.Their staff Mr.Peter is really a great asset to the company very cooperative,devoted and punctual.He is very dedicated and needs to be appreciated. I would highly recommend Century express..and wish them success. Keep it up!!!",5.0
Century Express Courier Service,Ramzan Najeeb,"I express my sincere appreciation for the excellent service CENTURY EXPRESS has provided to me. I have been a customer of your courier service for the past year, and I must say that your professionalism, efficiency, and reliability are truly exceptional.",5.0
Century Express Courier Service,Mohamed Thoufeeq,"Century Express exceeded my expectations in every way. They offer exceptional service at a competitive price, and I wouldn't hesitate to recommend them to anyone looking for a reliable and stress-free shipping experience.",5.0
Century Express Courier Service,Ali Sabeer (Alee),"We are registered with your company for local delivery, we are working with you, it is good experience to use your services for local deliveries, specially your Resource named ''Sharth'', who pick parcels from our location, he is really a hardworking and cooperative guy, he arrives on time at our location, followup with us for timely delivery and above all he is an honest person. We are really happy to work with your resource on behalf of PINQ Store Team. Thanks",5.0
Zajil Express,Saad Alotaibi,The employee of the Jisr district branch is excellent 👍,5.0
Zajil Express,ابوابراهيم فهد,Excellent service,5.0
Zajil Express,حامد الشمري,Speed ​​in delivery,5.0
Zajil Express,sara amri,Excellent and good prices,5.0
Zajil Express,Mathkar Alshahrani,,5.0
Century Express Courier Service,Mustapha Mustapha,"Positive: Professionalism Excellent customer service, am dealing with Century Express for local and international Shipments. Highly Recommended!",5.0
Zajil Express,Salim Omar,"The reception, the employee's welcome, and the speed of completing work without getting bored",5.0
Century Express Courier Service,Viresh Bhatt,I found Century Express staff very helpful and prices very reasonable. I would recommend everyone to try them to experience professional services,5.0
Zajil Express,Mohammed ALJaber,,5.0
Zajil Express,SULTAN Gold,,5.0
Century Express Courier Service,Rohit Shah,Used within city service. Good One.👍👍👍,5.0
Century Express Courier Service,ZTI ITZ,This was my first time ever with any courier service and I am so happy that it is not the last time. Though I was scared to book this order as the travel restrictions in Abu Dhabi are not favour able during these situation. But Al hamdulillah century express proved me wrong.I got my parcel exactly at the given delivery time. Very professional staff and services. HIGHLY RECOMMENDED.,5.0
Century Express Courier Service,Sheena V,I strongly recommend Century Express Courier service . They are very fast and safe too. And the most important quality which I loved is the timing. They deliver at exact time and which is highly appreciated. Very professional service as expected . The service is commendable. Thanks for making our life easier .,5.0
Century Express Courier Service,SAL,"Very professional and responsive, the courier team are very professional and helpful, i didnt face any problems neither with the delivery nor the management.also thanks to Mr. SanoDawood Khan",5.0
Zajil Express,رامي شناق,,5.0
Zajil Express,محمد علي,,5.0
Zajil Express,RABIA SULTANA,Ma Sha Allah grant service and lower price,5.0
Zajil Express,Mohammed Kanoo,"Very excellent, and I recommend shipping via Zajil... Good luck to you.",5.0
Zajil Express,Badr Ghwoidi,The best branch of Zajil because of its very polite employee,5.0
Zajil Express,oaoba,"Speed ​​in service and distinguished treatment from the employee, the Sudanese brother, yes man 👍🏼",5.0
Century Express Courier Service,Syed Muzammil Hassan,Fast Service. Before Mr. Imran Jamshed was did my courier service. He was fast an efficient guy. Now on his replacement Mrs.Yasmeen do the same jobs. Call center team is cooperative and responsive. Good Luck Team Century,5.0
Zajil Express,alinor matanog,Libag mosque,5.0
Zajil Express,ام حاتم,,5.0
Zajil Express,Mazen Albooq,,5.0
Century Express Courier Service,Suzanna Varghese,"Positive: Professionalism , Quality , Value Extremely professional courier service. I use them for my business and they have been competitive on price without any compromise on service. Will recommend them hands down.",5.0
Century Express Courier Service,Jonel Lozada,VERY GOOD SERVICE AND HELPFUL 🙏,5.0
Zajil Express,Faisal Alsowailim,"I haven't tried it, but I think it needs publicity",5.0
Zajil Express,مصعب قالو,Their prices are reasonable and they are very respectful,5.0
Century Express Courier Service,Bilal Arshad,"Positive: Professionalism , Quality , Responsiveness , Value Best courier company in the UAE ever experienced in our e-commerce journey. The delivery rate is 100% always if the end customer is responsive. All Staff is very good and cooperative including van persons and staff.but the staff at the Abu Dhabi branch, they are all ❤️ .",5.0
Zajil Express,Ahmed Almunif,Good service,5.0
Century Express Courier Service,anjali v,Working with Century Express Courier has been a great experience. Very impressed with their quick responses to the pick-up-my-courier-urgently calls and prompt deliveries as promised.,5.0
Century Express Courier Service,Husain Mangalorewala,"hello to all review & facts checkers, i would like to share my personal experience for CENTURY EXPRESS, as i dearly felt that it it important to appreciate and review them on this platform. I have been dealing with them & i have found satisfaction in their service for all my e-commerce shipment delivery. Also to mention the team has been very helpful from day 1 (Mr.Santhosh, Mr. Hussain, Miss. Nazneen , Mr. Vinod & collection staff Mr. Shamal & Mr. Umar.) also i would like to thank their logistics team who communicate all updates on timely basis. Also i would like to say to all ecommerce sellers that they can put their trust in this entity as i have never missed a payment neither any lost shipment till date. thanks Husain (88 Star Trading LLC)",5.0
Century Express Courier Service,danilo tamayao,Century Express is a very reliable and trusted courier service company in the UAE. We have been their client for almost 2 years now and our relationship in business is keeps getting better and better. I would highly recommend this company.,5.0
Zajil Express,Falcon724,"Great treatment from the receptionist, excellent service, wonderful luggage packaging, and prices lower than competitors!",5.0
Century Express Courier Service,Arlene Cano,"Highly recommended from our side because they are responsive and help us for our shipment for have a good business anywhere here in UAE, Especially mention to Shaqir that collecting and deliver our payment. and from Abu Dhabi Mr.Abdul Jabbar for fast response and assistant.. Keep up the good work guys! Looking forward to continue to work with you guys...Godbless!",5.0
